SMILES,Title,5NTP_XP,6QU7_XP,Weight,LogP,SA,QED,TPSA,HBA,HBD,RotBond,Filtered,3D_best_rorgt,3D_sim_rorgt,3D_best_dhodh,3D_sim_dhodh,3D_sim_2D_rorgt,3D_sim_2D_dhodh,best_3d_sim_rorgt,best_2d_sim_rorgt,best_3d_2d_sim_rorgt,best_3d_match_rorgt,best_2d_match_rorgt,best_3d_2d_match_rorgt,best_3d_sim_dhodh,best_2d_sim_dhodh,best_3d_2d_sim_dhodh,best_3d_match_dhodh,best_2d_match_dhodh,best_3d_2d_match_dhodh
O=C(O)c1ccc(-c2ccccc2Cl)cc1,mol_1_1.00_0.99_0.86_0.96,-7.84382876503551,-8.15868151071263,232.666,3.7052000000000023,1.3949638599637169,0.8572332826294545,37.3,1,1,2,True,51379169,0.5170161567548985,CHEMBL484531,0.6231959659189706,0.2307692307692307,0.4666666666666667,0.5170161567548985,0.4444444444444444,0.12849130615593843,51379169,51253456,51379168,0.6231959659189706,0.45454545454545453,0.2832708935995321,CHEMBL484531,CHEMBL484531,CHEMBL484531
O=C(O)c1ccc(-c2ccc(-c3ccccc3Cl)cc2)cc1,mol_2_1.00_0.99_0.71_0.94,-8.75548372744279,-9.74754437953974,308.764,5.372200000000003,1.5248925879559856,0.7057234034588682,37.3,1,1,3,True,488712,0.5831007358538443,50555414,0.6277883073334305,0.2727272727272727,0.1864406779661017,0.5831007358538443,0.43478260869565216,0.22428293054175744,488712,51253456,51245393,0.6277883073334305,0.4444444444444444,0.24568827338590754,50555414,CHEMBL484531,CHEMBL484531
O=C(O)c1c(F)cccc1Cl,mol_3_0.99_1.00_0.71_0.91,-5.98443636637421,-5.3110941030241,174.558,2.1773,1.7728878694537293,0.7086858121953732,37.3,1,1,1,True,51379173,0.4024192092435458,51282831,0.4684869636624923,0.2037037037037037,0.1304347826086956,0.4024192092435458,0.44680851063829785,0.10952469827049895,51379173,51253459,51379172,0.4684869636624923,0.39622641509433965,0.10418508694370765,51282831,1001133,50251727
O=C(O)c1cccc(-c2ccccc2Cl)c1,mol_4_1.00_0.69_0.86_0.95,-8.21544955953983,-7.67435341665845,232.666,3.7052000000000014,1.4792561676560254,0.8572332826294546,37.3,1,1,2,True,51379177,0.4906303236797275,51282858,0.5922171945701358,0.2407407407407407,0.2083333333333333,0.4906303236797275,0.3877551020408163,0.12264959391396173,51379177,51253456,51139442,0.5922171945701358,0.40816326530612246,0.18657009204768374,51282858,50251727,CHEMBL483552
O=C(O)c1ccc(-c2ccc(-c3ccccc3Cl)cc2)cc1,mol_5_1.00_0.99_0.71_0.94,-8.75548372744279,-9.74754437953974,308.764,5.372200000000003,1.5248925879559856,0.7057234034588682,37.3,1,1,3,True,488712,0.5831007358538443,50555414,0.6277883073334305,0.2727272727272727,0.1864406779661017,0.5831007358538443,0.43478260869565216,0.22428293054175744,488712,51253456,51245393,0.6277883073334305,0.4444444444444444,0.24568827338590754,50555414,CHEMBL484531,CHEMBL484531
O=C(O)c1ccc(-c2ccc(-c3cccc(Cl)c3C(=O)O)cc2)cc1,mol_6_0.95_1.00_0.69_0.91,-6.87989409787865,-6.89762819443616,352.773,5.070400000000003,1.8065936537590588,0.6869750701868595,74.6,2,2,4,True,795449,0.494106403313157,297771,0.6492132392837764,0.2142857142857142,0.2622950819672131,0.494106403313157,0.46808510638297873,0.15262836863701895,795449,51253456,708914,0.6492132392837764,0.3584905660377358,0.1996444943399757,297771,51126214,CHEMBL484531
O=C(O)c1c(Cl)ccc(-c2c(F)cccc2F)c1C(=O)O,mol_7_0.74_0.43_0.91_0.87,-5.79247011874917,-9.46102300190806,312.65500000000003,3.6816000000000013,2.202412027025577,0.9062434468955987,74.6,2,2,3,True,51139410,0.4518766756032172,CHEMBL3896992,0.5552027709626208,0.1538461538461538,0.2258064516129032,0.4518766756032172,0.36666666666666664,0.14338421700709836,51139410,651569,51253460,0.5552027709626208,0.3333333333333333,0.13879887715596417,CHEMBL3896992,1001133,297830
O=C(O)c1cc(F)c(F)c2c1OCCO2,mol_8_0.70_0.00_0.77_0.83,-7.12764708544881,-6.46352591067534,216.13899999999995,1.4342,2.492466702293598,0.7710718819140527,55.760000000000005,3,1,1,True,51379168,0.4491170580739122,50555341,0.4310499551301227,0.1509433962264151,0.1724137931034483,0.4491170580739122,0.3,0.08529001142276939,51379168,651477,651477,0.4310499551301227,0.27450980392156865,0.09231072282293314,50555341,1100163,1100163
COc1cccc(-c2c(F)cc(C(=O)O)c3c2OC(F)(F)O3)c1,mol_9_0.69_0.00_0.93_0.82,-9.27543421866054,-6.30316318747237,326.226,3.5210000000000017,2.6361551575892186,0.934739442025572,64.99000000000001,4,1,3,True,51379177,0.5234362993699093,50312476,0.6159280667951188,0.1884057971014492,0.1739130434782608,0.5234362993699093,0.2753623188405797,0.13096365865990947,51379177,51139410,51139410,0.6159280667951188,0.48333333333333334,0.25274469300751545,50312476,51186828,CHEMBL2263625
Cn1cc(-c2ccc(C(=O)O)c(F)c2)nc1Cl,mol_10_0.96_0.00_0.90_0.84,-7.57169590388192,-6.64099162579986,254.64799999999997,2.5778000000000008,2.4021585550847036,0.8961533306984548,55.120000000000005,3,1,2,False,51379177,0.5041364173560696,CHEMBL70544,0.6132075471698113,0.1875,0.1587301587301587,0.5041364173560696,0.3582089552238806,0.10771233759261248,51379177,51245366,51245366,0.6132075471698113,0.3684210526315789,0.1757782389564186,CHEMBL70544,51064011,297766
O=C(O)c1ccc(-c2cccc(-c3ccccc3Cl)c2)cc1,mol_11_1.00_0.99_0.71_0.93,-9.72945947696495,-9.44996037389466,308.764,5.372200000000003,1.5874002802636813,0.7057234034588682,37.3,1,1,3,True,51379177,0.5417422867513612,1001123,0.5797237494971168,0.25,0.296875,0.5417422867513612,0.4489795918367347,0.14998908750112333,51379177,51253456,708926,0.5797237494971168,0.40384615384615385,0.21609874222736025,1001123,CHEMBL483552,52787
O=C(O)c1c(F)cccc1Cl,mol_12_0.99_1.00_0.71_0.91,-6.43848787101407,-5.31442605358197,174.558,2.1773,1.7728878694537293,0.7086858121953732,37.3,1,1,1,True,51379169,0.3386187455954897,51282831,0.468294684998974,0.2156862745098039,0.1304347826086956,0.33861874559548977,0.44680851063829785,0.09710585436764899,51379169,51253459,51379172,0.468294684998974,0.39622641509433965,0.10414478817116925,51282831,1001133,1001133
O=C(O)c1ccc(Cl)c(F)c1,mol_13_0.76_0.80_0.71_0.94,-5.74119684089967,-5.17563201835955,174.55799999999996,2.1773,1.5731785856340998,0.7086858121953732,37.3,1,1,1,True,51379170,0.3528195488721805,50971942,0.4261440432515929,0.2448979591836734,0.1923076923076923,0.3528195488721805,0.42857142857142855,0.10463045414069459,51379170,50529369,51253528,0.42614404325159294,0.30612244897959184,0.10250045964331678,50971942,50251727,50251727
O=C(O)c1c(F)cccc1Cl,mol_14_0.99_1.00_0.71_0.91,-6.43848787101407,-5.31442605358197,174.558,2.1773,1.7728878694537293,0.7086858121953732,37.3,1,1,1,True,51379169,0.3386187455954897,51282831,0.468294684998974,0.2156862745098039,0.1304347826086956,0.33861874559548977,0.44680851063829785,0.09710585436764899,51379169,51253459,51379172,0.468294684998974,0.39622641509433965,0.10414478817116925,51282831,1001133,1001133
O=C(O)c1cccc(-c2ccccc2Cl)c1,mol_15_1.00_0.69_0.86_0.95,-8.30338015451417,-7.91079984454662,232.666,3.7052000000000014,1.4792561676560254,0.8572332826294546,37.3,1,1,2,True,51253489,0.4446696392379408,993087,0.492603550295858,0.2833333333333333,0.1095890410958904,0.4446696392379408,0.3877551020408163,0.15135736537605696,51253489,51253456,51245363,0.492603550295858,0.40816326530612246,0.1387235220822373,993087,50251727,CHEMBL483552
O=C(O)c1c(F)cccc1Cl,mol_16_0.99_1.00_0.71_0.91,-6.43848787101407,-5.31442605358197,174.558,2.1773,1.7728878694537293,0.7086858121953732,37.3,1,1,1,True,51379169,0.3386187455954897,51282831,0.468294684998974,0.2156862745098039,0.1304347826086956,0.33861874559548977,0.44680851063829785,0.09710585436764899,51379169,51253459,51379172,0.468294684998974,0.39622641509433965,0.10414478817116925,51282831,1001133,1001133
O=C(O)c1ccc(-c2ccccc2Cl)cc1,mol_17_1.00_0.99_0.86_0.96,-7.84382876503551,-8.25877667072108,232.666,3.7052000000000023,1.3949638599637169,0.8572332826294545,37.3,1,1,2,True,51379169,0.5170161567548985,CHEMBL484780,0.5742686277679004,0.2307692307692307,0.34,0.5170161567548985,0.4444444444444444,0.12849130615593843,51379169,51253456,51379168,0.5742686277679004,0.45454545454545453,0.25990363209417217,CHEMBL484780,CHEMBL484531,CHEMBL484531
